text,domain,intent
please help me book a rental car for nashville,travel,car_rental
"can you help me book a bmw suv for march 2 to 6th, dallas texas",travel,car_rental
help me secure a car rental out of reagan international airport from march 22-30,travel,car_rental
"will you help me rent a car from march 2 to 6th in dallas i want a bmw suv, if possible",travel,car_rental
id like a rental car in denver colorado between january 1st and january 3rd and id like a ford if possible,travel,car_rental
"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",travel,car_rental
i need to do a car rental,travel,car_rental
i need to rent a car in chicago but don't know how,travel,car_rental
will you help me reserve a rental car for my trip to dallas,travel,car_rental
please book a car for me in bangkok,travel,car_rental
is there a car rental available from tuesday to thursday out of lax,travel,car_rental
will i be able to rent a car in boston from march 2 to march 4,travel,car_rental
please look up if i can rent a car in houston from march 25 to march 29,travel,car_rental
could i rent a car out of dallas from april 1-10,travel,car_rental
i'd like to rent a vehicle from nov 1st to nov 15th in san antonio and i need a 15 passenger van,travel,car_rental
how can i rent a car in boston,travel,car_rental
can you help me with seattle car rental bookings,travel,car_rental
"i will be in aiken on may 12 to may 16, i need to rent a car",travel,car_rental
could i rent a car from tuesday to thursday out of lax,travel,car_rental
i would like some help getting a rental car reserved in los angeles,travel,car_rental
can i get a jeep to rent in bangor from the first of the month to a week after the first,travel,car_rental
"in nashville, i need a rental car booked",travel,car_rental
find me a rental car from 3/6 - 3/9 in port charles,travel,car_rental
is it possible to rent a car from new york on 3/2/19 to 3/5/19,travel,car_rental
help me get a rental car,travel,car_rental
can i rent a car in belgium from march 01 to march 02 and have it be a porsche,travel,car_rental
i want to rent a car in boston for march 2 until march 4,travel,car_rental
a rental car needs to be booked in nashville,travel,car_rental
i want a bmw suv for march 2 to 6th in dallas,travel,car_rental
please help me book a rental car in appleton,travel,car_rental
help me book a rental car in green bay,travel,car_rental
what is the amount of vacation days i have left,work,pto_balance
i need to know how many vacation days i have,work,pto_balance
i want to know how much vacation time i can use,work,pto_balance
how many days of vacation do i have,work,pto_balance
how many days of vacation time do i have saved,work,pto_balance
i've saved what number of days of vacation,work,pto_balance
what is the saved vacation time i have left,work,pto_balance
how many vacation days do i have saved up,work,pto_balance
how much paid time off have i earned to date,work,pto_balance
how many vacation days do i have to spend,work,pto_balance
do i have any vacation days left,work,pto_balance
how many vacation days do i still get,work,pto_balance
do i have any remaining pto days,work,pto_balance
how much vacation am i currently entitled to,work,pto_balance
let me know the number of vacation days i have,work,pto_balance
how many vacation days have i accrued,work,pto_balance
please tell me how many vacation days i currently have,work,pto_balance
i want to know how many vacation days i have,work,pto_balance
how many of my vacation days do i have remaining,work,pto_balance
tell me how many vacation days i have left,work,pto_balance
how many more vacation days do i have for the year,work,pto_balance
provide me the number of vacation days i have,work,pto_balance
check how much pto i have left,work,pto_balance
how many days do i have left of pto,work,pto_balance
can you figure out how many vacation days i have left,work,pto_balance
can you tell me the number of pto days i have left,work,pto_balance
how many days off for vacation do i have left,work,pto_balance
what's the number of remaining vacation days i have,work,pto_balance
how many vacation days do i have left this year,work,pto_balance
"do i still have any pto days left, and if so, how many",work,pto_balance
how much time do i have for vacation saved,work,pto_balance
would you please tell me how many vacation days i have,work,pto_balance
how many vacation days do i still have,work,pto_balance
how many days for vacation do i have left,work,pto_balance
i'd like to know how many vacation days i have,work,pto_balance
how many vacation hours have i accrued,work,pto_balance
what's the current count of my pto days,work,pto_balance
do i have any vacation time left,work,pto_balance
do you know ho many vacation days i currently have,work,pto_balance
how many vacation days do i have for the year,work,pto_balance
i have how many vacation days left,work,pto_balance
do i have any vacation days to use,work,pto_balance
what number of vacation days remain for me,work,pto_balance
what is my remaining pto days,work,pto_balance
do i have enough pto to take time off,work,pto_balance
how much pto do i have,work,pto_balance
can you explain to me what type of vacation days i have still,work,pto_balance
check days of pto,work,pto_balance
would you provide the number of vacation days i have,work,pto_balance
can you tell me the remaining time i have for pto,work,pto_balance
"how would i say, 'i don't know the answer' in spanish",travel,translate
"how do they say ""how's it going"" in swahili",travel,translate
how do i say you're welcome in chinese,travel,translate
what is latin for i love you,travel,translate
how do i say thank you in japanese,travel,translate
how would i say i love you if i were french,travel,translate
can you translate cat into russian for me,travel,translate
how do you say i'm hungry in french,travel,translate
how could i say twin in chinese,travel,translate
can you translate where's the bar into irish for me,travel,translate
i wanna know a phrase in spanish,travel,translate
what words would i use to tell someone i am lost if i were japanese,travel,translate
can you tell me how i would normally say thank you as a french person,travel,translate
